screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition,trust
Abhayraj0207,0,1,0,0,1,False,2,3,4,Twitter for Android,7,N4,1
suryanraju,1,3,1,1,3,False,8,2,4,Mobile Web (M5),3,N3,2
CMPFOIndia,2,0,3,2,0,True,9,2,0,Twitter for Android,5,N2,3
Siddu_MJ,0,0,0,0,2,False,1,1,5,Twitter for iPhone,7,N4,1
td_das,1,2,1,0,3,False,3,4,3,Twitter for Windows Phone,5,N3,2
SiddiquiTayiab,0,1,0,0,1,False,1,3,0,Twitter for Android,5,N4,1
LeahHardingAJE,3,2,3,2,3,True,2,1,5,Twitter Web Client,6,N1,4
sachinsuthar19,2,4,2,3,1,False,9,3,5,sachinsuthar19,4,N2,3
jnv_rider,1,3,1,1,4,False,8,2,4,Mobile Web (M5),4,N3,2
teluguactress,3,3,3,3,3,False,8,2,0,GrabInbox,6,N1,4
mid_day,4,1,4,4,0,True,4,0,6,Hootsuite,4,N0,5
KotakBankLtd,4,2,4,4,4,True,0,0,3,OneDirect Suite,6,N0,5
kuljeetschahal,4,3,2,1,2,True,5,4,6,Twitter for iPhone,5,N0,5
JessieBottcher,2,0,3,4,0,False,0,0,0,IFTTT,3,N4,1
sudarsansand,4,4,4,2,2,True,2,2,6,Twitter for iPhone,7,N0,5
ScramCard,1,1,4,0,2,False,6,1,6,HubSpot,5,N4,1
Hari_Natham,4,2,0,3,3,False,5,1,4,Put your button on any page! ,5,N4,1
BJP4JnK,4,1,3,3,1,True,7,4,5,TweetDeck,5,N0,5
PradhanShashank,3,4,2,3,4,False,6,1,5,Twitter for Android,4,N1,4
adityakrdam,3,2,1,1,4,False,4,2,3,Twitter for iPhone,4,N1,4
SurinderInshan,2,3,2,4,0,False,9,0,0,Twitter for Android,8,N2,3
rsprasad,4,3,4,2,3,True,9,3,6,Hootsuite,6,N0,5
PeninsulaQatar,4,1,4,4,1,True,2,0,4,Twitter Web Client,3,N0,5
Shanktan,4,2,3,3,3,True,3,3,6,Statusbrew,7,N0,5
FreedomWorldMag,4,0,0,0,4,False,0,0,3,Twitter Web Client,4,N4,1
SadhguruJV,4,0,4,2,0,True,4,4,6,Hootsuite,6,N0,5
prove_social,3,4,4,4,2,False,7,1,0,Prove Social,5,N1,4
IamRohitVadgama,4,2,1,1,0,False,3,1,6,Mobile Web (M2),7,N0,5
ZeeMohamed_,4,4,3,3,3,True,7,4,5,Twitter Web Client,5,N0,5
